city,year,month,pressure_mean,rel_hum_mean,temp_mean,temp_dew_mean,visib_mean,wind_chill_mean,wind_dir_mean,wind_spd_mean,pressure_sd,rel_hum_sd,temp_sd,temp_dew_sd,visib_sd,wind_chill_sd,wind_dir_sd,wind_spd_sd,pressure_min,rel_hum_min,temp_min,temp_dew_min,visib_min,wind_chill_min,wind_dir_min,wind_spd_min,pressure_max,rel_hum_max,temp_max,temp_dew_max,visib_max,wind_chill_max,wind_dir_max,wind_spd_max,snow_grnd_sum,total_precip_sum,total_rain_sum,total_snow_sum,snow_grnd_sd,total_precip_sd,total_rain_sd,total_snow_sd,snow_grnd_min,total_precip_min,total_rain_min,total_snow_min,snow_grnd_max,total_precip_max,total_rain_max,total_snow_max,precip,temp,date
Calgary,2004,11,89.01873611111111,56.7375,1.4655555555555555,-7.1120833333333335,36.880138888888894,-7.241496598639456,22.852459016393443,14.884722222222223,0.6076354108958463,19.927664303417732,5.492815610857395,4.418828231735825,19.52744105313351,2.8403802931801243,7.8234619815685935,10.211084540282497,87.53,19,-13.2,-17.5,0.2,-16,1,0,90.59,100,16.9,4.5,64.4,-1,36,56,1,3.4,1.2000000000000002,3.2,0.18257418583505533,0.2556038601690775,0.12205143065174585,0.3777732702007394,0,0,0,0,1,1.2,0.4,2,3.4,1.5,2004-11-15
Calgary,2004,12,88.79489247311828,61.55107526881721,-4.337903225806452,-11.4752688172043,29.72956989247312,-17.116222760290558,22.350852272727273,16.757738896366085,0.8855459580808236,18.69079919682758,9.749984375805012,6.443873523290758,20.760899599248447,9.36483057600337,9.60191566713938,11.68063300225422,86.89,21,-24.9,-29.3,1.2,-34,1,0,90.81,90,13.3,2,64.4,-2,36,70,55,14.3,0,21,2.319621771170964,0.9454020024500472,0,1.2368534479124451,0,0,0,0,7,3.8,0,4.4,14.3,-4.3,2004-12-15
Calgary,2005,01,88.98969086021505,66.74327956989248,-9.101747311827957,-14.493145161290322,30.393145161290324,-21.03340292275574,21.826666666666668,12.147849462365592,0.7096612928734096,13.854462060081055,12.0103806451578,11.012178199380726,21.79888914651308,10.415375819366888,9.0685421636167,9.433891007491967,86.82,25,-33.9,-38.8,0,-44,1,0,90.49,91,12.4,1.4,64.4,-2,36,54,89,10.2,0,16.599999999999998,2.848882067102474,0.8540856898411298,0,1.418343725875778,0,0,0,0,8,3.2,0,5.8,10.2,-9.1,2005-01-15
Calgary,2005,02,89.01061011904761,63.927083333333336,-2.8086309523809523,-9.718154761904762,36.8171130952381,-12.68922305764411,21.149136577708006,12.635416666666666,0.4794673053990573,22.015149474475667,7.861751618462436,4.338298325096279,22.22266847918856,6.616840031911715,9.409351699801771,8.066570737462987,87.58,19,-19.7,-22.1,0.8,-27,1,0,89.96,100,14.8,0.1,64.4,-2,36,44,59,10.6,0,12.2,2.408923006845601,0.8350458594003012,0,0.9076686806662625,0,0,0,0,7,3.4,0,3.4,10.6,-2.8,2005-02-15
Calgary,2005,03,88.79341397849463,61.475806451612904,0.30672043010752686,-7.417876344086022,34.436290322580646,-11.279538904899136,22.563025210084035,16.291666666666668,0.7399499169100296,21.971214635641996,7.409782773523578,3.5495705661487484,22.088202613587864,5.149747377558704,10.389852630311367,10.589851939921822,86.77,15,-16,-17.5,0.4,-22,1,0,90.12,98,20.1,2.9,64.4,-1,36,57,35,14.6,2.8000000000000003,16.4,1.9620046803184232,0.6783281154854668,0.34962345336059064,1.0007309156768358,0,0,0,0,7,2.2,1.8,3.8,14.6,0.3,2005-03-15
Calgary,2005,04,89.04665277777778,49.01111111111111,6.010972222222223,-4.951527777777778,43.87361111111112,-8.064814814814815,22.875358166189113,17.006944444444443,0.7483054878798898,18.54595881780293,6.22585386555751,4.079140314035754,19.191781483504542,3.8091703125561156,10.69507966628064,9.90869058978742,87.11,19,-9.2,-15,1.6,-17,1,0,90.46,94,22.4,4.4,64.4,-1,36,56,1,8.4,4.8,4.8,0.18257418583505536,0.7155417527999327,0.5075974511498191,0.4620792587633753,0,0,0,0,1,3,2,2,8.4,6,2005-04-15
Calgary,2005,05,89.02747311827957,51.36827956989247,10.99717741935484,0.14717741935483872,44.961827956989254,-6.571428571428571,20.265560165975103,16.2997311827957,0.7514574886741602,20.37597784020722,5.7409257876965585,4.197405798929763,19.244763875588436,1.9518001458970664,10.302960097480085,9.004870817904912,87.19,15,-6.1,-10,1.2,-10,1,0,90.48,100,23.3,10.1,64.4,-3,36,50,0,18.8,16.8,3,0,2.461697989040758,2.3558118478277486,0.5388159060803248,0,0,0,0,0,12.8,12.8,3,18.8,11,2005-05-15
Calgary,2005,06,88.77711111111111,77.42916666666666,12.267083333333334,7.844027777777778,35.55291666666667,NaN,18.660944206008583,15.372222222222222,0.35406558076347727,18.75856364474391,4.186140101564976,2.7758681733930137,20.592004398962754,NaN,11.836919792216625,8.926234906322131,87.85,20,4.9,-2.8,1.6,Inf,1,0,89.66,100,27.2,16.6,64.4,-Inf,36,50,0,247.6,247.6,0,0,12.5678224414391,12.5678224414391,0,0,0,0,0,0,46.2,46.2,0,247.6,12.3,2005-06-15
Calgary,2005,07,89.0592876344086,62.545698924731184,16.661693548387095,8.70228494623656,46.86209677419355,NaN,20.796033994334277,13.28494623655914,0.4565425723689353,18.389111348837528,4.939041360841564,2.8715680822735923,17.866710442356197,NaN,10.177894896891797,8.042584456171799,88.03,20,4.8,1.2,4.8,Inf,1,0,90.08,97,30,16.6,64.4,-Inf,36,59,0,19.8,19.8,0,0,1.2653530256690788,1.2653530256690788,0,0,0,0,0,0,5.4,5.4,0,19.8,16.7,2005-07-15
Calgary,2005,08,89.31233870967742,70.20430107526882,13.929704301075269,7.546236559139785,36.40470430107527,NaN,20.445558739255013,13.55510752688172,0.40531749953697194,22.658829155020168,5.934366631315179,2.588110683032178,21.110362235672923,NaN,11.478032867026709,8.988533190969777,88.2,18,2.5,-3,0.6,Inf,1,0,90.22,100,31.6,12.8,64.4,-Inf,36,48,0,98.2,98.2,0,0,6.341418721220785,6.341418721220785,0,0,0,0,0,0,27.8,27.8,0,98.2,13.9,2005-08-15
Calgary,2005,09,89.06611111111111,69.15138888888889,9.245555555555555,3.0144444444444445,39.53055555555556,-4.083333333333333,22.46757164404223,12.633333333333333,0.4549286745224985,21.322495535720233,5.34557982009836,3.238822606213109,20.49734226734599,1.378954368902449,10.584507631350025,9.057166612001392,87.44,23,-2.4,-5.2,2.4,-6,1,0,90.05,100,25.2,9.9,64.4,-1,36,48,0,86,84,2,0,11.821352199139149,11.820379829360176,0.3651483716701107,0,0,0,0,0,64.8,64.8,2,86,9.2,2005-09-15
Calgary,2005,10,88.91475806451614,66.22715053763442,5.738306451612903,-0.864516129032258,38.30873655913979,-4.740259740259741,20.939218523878438,12.099462365591398,0.6076632165322032,20.0498239272648,5.324053226055768,3.4286111565366197,19.32468812025972,1.7198729864562783,7.814836055658226,7.758175454718691,87.56,23,-6.5,-11,0.4,-9,1,0,90.29,100,21.5,7.6,64.4,-2,36,48,0,10.8,10.6,0.2,0,1.1230526754466854,1.1245070604634981,0.03592106040535502,0,0,0,0,0,6,6,0.2,10.8,5.7,2005-10-15
Calgary,2005,11,88.8163888888889,63.62361111111111,0.8568055555555556,-6.482638888888889,35.579861111111114,-9.496932515337424,23.634586466165413,14.159722222222221,0.7886803568623798,22.39253422833274,7.504643592861695,4.004450407771928,19.9994790608828,5.209310284337909,8.825637329052958,10.020884446823269,87.16,14,-19.8,-20.9,0,-27,1,0,90.51,100,19.9,3.3,64.4,-1,36,48,25,12.200000000000001,1.6,13.2,1.416244020794715,1.0041065108132061,0.20965214758858478,1.0162812534957517,0,0,0,0,5,4.4,1,3.8,12.200000000000001,0.9,2005-11-15
Calgary,2005,12,88.78739247311827,63.70564516129032,-4.141801075268817,-10.644623655913978,34.61733870967742,-16.483290488431876,22.994152046783626,13.094086021505376,0.8681128039454068,17.06178055500154,9.535057506424373,6.79234571329087,20.61865396740326,8.063079498581827,8.047805245238074,10.046420787053712,86.73,27,-24.3,-28.4,0.4,-32,1,0,90.29,94,14.3,0.1,64.4,-1,36,52,37,2.4,0,5,2.0883702551464975,0.2171169844720505,0,0.41767405102929933,0,0,0,0,7,1,0,1.8,2.4,-4.1,2005-12-15
Calgary,2006,01,88.20004032258065,61.42338709677419,-1.2728494623655915,-8.55215053763441,35.33091397849463,-7.719602977667494,21.85562310030395,11.473118279569892,0.6621286879818893,20.166989039615668,5.0179880413061495,3.120952627270814,19.381379173115665,3.3305890954271398,8.994272166380984,9.450548658158988,86.79,22,-13.7,-15.4,0.2,-21,1,0,90.05,100,12.5,-0.3,64.4,-1,36,48,8,6.2,0.2,10,1.0944630931948283,0.5842373946721772,0.03592106040535501,1.1298110984937126,0,0,0,0,6,2.8,0.2,6,6.2,-1.3,2006-01-15
Calgary,2006,02,89.07861607142857,60.083333333333336,-5.335565476190476,-12.790625,30.90684523809524,-14.208860759493671,23.057187017001546,13.991071428571429,1.0744844623496164,19.824390483009875,8.534493873149032,5.912729824320563,20.884390755201704,8.135782523012463,10.434291234240389,9.075108554368862,86.54,20,-29.4,-34.6,0.2,-39,1,0,91.26,94,12.7,-1.8,64.4,-2,36,54,108,19.8,0,33.1,5.961073018709932,1.9576873301269748,0,2.948201406687056,0,0,0,0,17,9.8,0,14.4,19.8,-5.3,2006-02-15
